photo_URL,birthyear,birthday,personal_email,first_name,mid_name,last_name,conntry_code,phone,mobile,address_1st_line,address_2nd_line,country,postal_code,fax,comment,nickname,k_name,kanji_name,emergency_name,emergency_phone,emergency_comment,k_conntry_code,k_phone,k_mobile,k_address_1st_line,k_address_2nd_line,k_country,k_postal_code,k_email,k_fax,k_comment,job_description,date_employeed,date_departed,office_email,office_email_password,office_pc_id,office_pc_password,office_phone,office_comment,title,k_title,Company,Department,Office_address,City,State,Zip,Country,Fax,Office,
static/img/img0011.jpg,1964,8/27,ab11@seahusa.com,Mik,W ,Li,1,949-655-8016,562-000-3388,,,,,,,Mik,___,___,,,,,,,,,,,,,Sales,Carbon (Canada),,,,,,,,,Senior Manager,__,SeAH USA,LA HQ,"2100 Main St., Suite 100",Irvine,CA,92614,United States,949-655-8030,949-655-8016,
static/img/img0012.jpg,,,ab12@seahusa.com,Ada,J ,Le,1,949-655-8020,216-000-6560,,,,,,,Ada,___,,,,,,,,,,,,,,Sales,PO receipts,,,,,,,,,Assistant Manager,__,SeAH USA,LA HQ,"2100 Main St., Suite 100",Irvine,CA,92614,United States,949-655-8030,949-655-8020,
static/img/img0013.jpg,1976,1/6,ab13@seahusa.com,Soo,,Pa,1,949-655-8019,650-000-9837,,,,,,,Soo,___,___,,,,,,,,,,,,,IT/Design,IT & Design,10/1/14,,,,,,,,Manager,__,SeAH USA,LA HQ,"2100 Main St., Suite 100",Irvine,CA,92614,United States,949-655-8030,949-655-8019,
static/img/img0014.jpg,1948,5/28,ab14@seahusa.com,Hon,,Ki,1,949-655-8000,562-000-4842,,,,,,,Hon,___,,,,,,,,,,,,,,,,,,,,,,,,Advisor,____,SeAH USA,LA HQ,"2100 Main St., Suite 100",Irvine,CA,92614,United States,949-655-8030,949-655-8000,
static/img/img0015.jpg,,,ab15@seahusa.com,Wil,,Je,1,949-655-8011,949-000-9581,,,,,,,Wil,___,___,,,,,,,,,,,,,Sales,Stainless,,,,,,,,,Manager,__,SeAH USA,LA HQ,"2100 Main St., Suite 100",Irvine,CA,92614,United States,949-655-8030,949-655-8011,
static/img/img0016.jpg,,,ab16@seahusa.com,Ver,,So,1,949-655-8031,714-000-0991,,,,,,,Ver,___,,,,,,,,,,,,,,,,,,,,,,,,,__,SeAH USA,LA HQ,"2100 Main St., Suite 100",Irvine,CA,92614,United States,949-655-8030,949-655-8031,
static/img/img0017.jpg,,,ab17@seahusa.com,Yes,J,Co,1,949-655-8000,,,,,,,,Yes,___,,,,,,,,,,,,,,Front Desk,Front Desk,,,,,,,,,Temporary,___,SeAH USA,LA HQ,"2100 Main St., Suite 100",Irvine,CA,92614,United States,949-655-8030,949-655-8000,
static/img/img0018.jpg,1954,2/23,ab18@seahusa.com,Gen,,Le,1,281-873-7137,832-000-8996,,,,,,,Gen,___,,,,,,,,,,,,,,,,1/1/78,,,,,,,,Executive Vice President,___,SeAH USA,Houston,"14550 Torrey Chase Blvd, Suite 345",Houston,TX,77014,United States,281-876-9517,281-873-7137,
static/img/img0019.jpg,1970,5/13,ab19@seahusa.com,Pet,J,So,1,281-873-7137,832-000-4292,,,,,,,Pet,___,,,,,,,,,,,,,,Sales,Purchase/Sales,12/10/96,,,,,,,,Senior Manager,__,SeAH USA,Houston,"14550 Torrey Chase Blvd, Suite 345",Houston,TX,77014,United States,281-876-9517,281-873-7137,
static/img/img0020.jpg,,,ab20@seahusa.com,Ran,,Mu,1,,,,,,,,,Ran,___,,,,,,,,,,,,,,,"Sales, Works for Peter",,,,,,,,,Mill Representative,__,SeAH USA,Houston,"14550 Torrey Chase Blvd, Suite 345",Houston,TX,77014,United States,281-876-9517,,
static/img/img0021.jpg,1978,10/10,ab21@seahusa.com,And,,Le,1,281-873-7137,832-000-2313,,,,,,,And,___,,,,,,,,,,,,,,Operations,Logistics,3/8/04,,,,,,,,Operations Manager,__,SeAH USA,Houston,"14550 Torrey Chase Blvd, Suite 345",Houston,TX,77014,United States,281-876-9517,281-873-7137,
static/img/img0022.jpg,1968,2/10,ab22@seahusa.com,How,,Yo,1,281-873-7137,713-000-8866,,,,,,,How,___,,,,,,,,,,,,,,SBQ Division,Purchase/Sales (From Besteel for Bar),1997,,,,,,,,Director & General Manager,__,SeAH USA,Bar,"14550 Torrey Chase Blvd, Suite 345",Houston,TX,77014,United States,281-876-9517,281-873-7137,
static/img/img0023.jpg,1965,7/10,ab23@seahusa.com,Jos,,Yo,1,281-873-7137,832-000-2291,,,,,,,Joe,___,,,,,,,,,,,,,,SBQ Division,Purchase/Sales (From Besteel for Bar),5/8/03,,,,,,,,Senior Manager,__,SeAH USA,Bar,"14550 Torrey Chase Blvd, Suite 345",Houston,TX,77014,United States,281-873-7873,281-873-7137,
static/img/img0024.jpg,1982,3/21,ab24@seahusa.com,Dus,,Ha,1,281-873-7137,832-000-4519,,,,,,,Dus,___,,,,,,,,,,,,,,SBQ Division,Purchase/Sales (From Besteel for Bar),12/12/07,,,,,,,,Assistant Manager,__,SeAH USA,Bar,"14550 Torrey Chase Blvd, Suite 345",Houston,TX,77014,United States,281-876-9517,281-873-7137,
static/img/img0025.jpg,1965,11/8,ab25@seahusa.com,Kir,,Mu,1,281-453-6752,281-000-3048,,,,,,,Kir,___,,,,,,,,,,,,,,,,7/1/02,,,,,,,,VP & General Manager,__,PanMeridian Tubular,PMT,"14550 Torrey Chase Blvd, Suite 345",Houston,TX,77014,United States,281-873-7873,281-453-6752,
static/img/img0026.jpg,1953,1/2,ab26@seahusa.com,Den,,Ei,1,281-873-7800,281-000-4129,,,,,,,Den,___,,,,,,,,,,,,,,Operations,,10/1/05,,,,,,,,Operations,__,PanMeridian Tubular,PMT,"14550 Torrey Chase Blvd, Suite 345",Houston,TX,77014,United States,,281-873-7800,
static/img/img0027.jpg,1987,7/2,ab27@seahusa.com,Ang,,Ai,1,281-873-7800,214-000-7443,,,,,,,,___,,,,,,,,,,,,,,,,7/15/15,,,,,,,,,,PanMeridian Tubular,PMT,"14550 Torrey Chase Blvd, Suite 345",Houston,TX,77014,United States,281-873-7873,281-873-7800,
static/img/img0028.jpg,1987,10/25,ab28@seahusa.com,Ada,,Fr,1,281-873-7800,281-000-8770,,,,,,,Ada,___,,,,,,,,,,,,,,Sales,,2/1/11,,,,,,,,Account Manager,__,PanMeridian Tubular,PMT,"14550 Torrey Chase Blvd, Suite 345",Houston,TX,77014,United States,281-873-7873,281-873-7800,
static/img/img0029.jpg,,,ab29@seahusa.com,Bre,,Be,1,,,,,,,,,Bre,___,,,,,,,,,,,,,,,,,,,,,,,,Accounting Manager,__,PanMeridian Tubular,PMT,"14550 Torrey Chase Blvd, Suite 345",Houston,TX,77014,United States,281-873-7873,,
static/img/img0030.jpg,1987,11/6,ab30@seahusa.com,Wil,D,Ed,1,281-873-7800,979-000-4457,,,,,,,Fra,___,,,,,,,,,,,,,,Sales,Sales,3/25/14,,,,,,,,Account Manager,,PanMeridian Tubular,PMT,"14550 Torrey Chase Blvd, Suite 345",Houston,TX,77014,United States,281-873-7873,281-873-7800,
static/img/img0031.jpg,1990,10/15,ab31@seahusa.com,Han,M,Ar,1,281-873-7800,832-000-4171,,,,,,,Han,___,,,,,,,,,,,,,,,PMT inventory (Billing),11/12/12,,,,,,,,Sales Administrator,__,PanMeridian Tubular,PMT,"14550 Torrey Chase Blvd, Suite 345",Houston,TX,77014,United States,281-873-7873,281-873-7800,
static/img/img0032.jpg,1952,1/28,ab32@seahusa.com,Cyn,,Bl,1,281-873-7800,832-000-6379,,,,,,,Cin,___,,,,,,,,,,,,,,,Billing,8/15/04,,,,,,,,,__,PanMeridian Tubular,PMT,"14550 Torrey Chase Blvd, Suite 345",Houston,TX,77014,United States,281-873-7873,281-873-7800,
static/img/img0033.jpg,1981,6/2,ab33@seahusa.com,Thu,,Ta,1,281-873-7800,832-000-8805,,,,,,,Thu,___,,,,,,,,,,,,,,Accounting,A/R and A/P,12/1/15,,,,,,,,Senior Accountant,__,PanMeridian Tubular,PMT,"14550 Torrey Chase Blvd, Suite 345",Houston,TX,77014,United States,281-873-7873,281-873-7800,
static/img/img0034.jpg,1988,3/24,ab34@seahusa.com,Jac,,Mc,1,303-294-9700,832-000-4390,,,,,,,Jac,___,,,,,,,,,,,,,,Sales,Sales,6/15/12,,,,,,,,Sales Representative,__,PanMeridian Tubular,PMT,"450 E 17th Ave, Suite 220",Denver,CO,80203,United States,303-301-9708,303-294-9700,
static/img/img0035.jpg,,,ab35@seahusa.com,Rob,,Ca,1,248 363 7547,,,,,,,,Bob,___,,,,,,,,,,,,,,SBQ Division,,,,,,,,,,Indepenent Sales Consultant,____,Global Steel Solutions L.L.C.,,2212 Kiev Court,West Bloomfield,MI,48524,United States,,248 363 7547,
static/img/img0036.jpg,,,ab36@seahusa.com,Rob,,Ma,1,248-347-7770,,,,,,,,Bob,___,,,,,,,,,,,,,,SBQ Division,,,,,,,,,,Indepenent Sales Consultant,____,Global Steel Solutions L.L.C.,,40331 Prestwick Ct.,Northville Twp.,MI,48167,United States,,248-347-7770,
static/img/img0037.jpg,1962,11/4,ab37@seahusa.com,Roy,,Ju,1,909-877-9999 x220,562-000-9258,,,,,,,Roy,___,,,,,,,,,,,,,,,,2/1/91,,,,,,,,Corp. VP,,State Pipe,Corporate,183 S. Cedar Ave.,Rialto,CA,92376,United States,909-562-0145,909-877-9999 x220,
static/img/img0038.jpg,1967,7/27,ab38@seahusa.com,Jos,,Be,1,909-877-9999 x123,562-000-9260,,,,,,,Jos,___,,,,,,,,,,,,,,,,2/27/95,,,,,,,,Purchasing Mgr.,,State Pipe,Corporate,183 S. Cedar Ave.,Rialto,CA,92376,United States,909-562-0145,909-877-9999 x123,
static/img/img0039.jpg,1957,6/1,ab39@seahusa.com,Gar,,Kn,1,909-877-9999 x121,623-000-8888,,,,,,,Gar,___,,,,,,,,,,,,,,,,10/2/06,,,,,,,,SCD VP,,State Pipe,SCD (Rialto),183 S. Cedar Ave.,Rialto,CA,92376,United States,909-562-0145,909-877-9999 x121,
static/img/img0040.jpg,1980,6/5,ab40@seahusa.com,Eri,,Es,1,909-877-9999 x159,,,,,,,,Eri,__,,,,,,,,,,,,,,Sales,,4/14/08,,,,,,,,Inside Sales,,State Pipe,SCD (Rialto),183 S. Cedar Ave.,Rialto,CA,92376,United States,909-562-0145,909-877-9999 x159,
static/img/img0041.jpg,1956,10/5,ab41@seahusa.com,Joh,,Ke,1,909-877-9999 x301,,,,,,,,Jac,__,,,,,,,,,,,,,,Sales,,7/12/95,,,,,,,,Inside Sales,,State Pipe,SCD (Rialto),183 S. Cedar Ave.,Rialto,CA,92376,United States,909-562-0145,909-877-9999 x301,
static/img/img0042.jpg,1970,3/22,ab42@seahusa.com,Gil,,Mo,1,909-877-9999 x151,,,,,,,,Gil,___,,,,,,,,,,,,,,Sales,,3/5/03,,,,,,,,Inside Sales,,State Pipe,SCD (Rialto),183 S. Cedar Ave.,Rialto,CA,92376,United States,909-562-0145,909-877-9999 x151,
static/img/img0043.jpg,1945,2/5,ab43@seahusa.com,Mag,,Sy,1,909-877-9999 x302,,,,,,,,Peg,___,,,,,,,,,,,,,,Sales,,4/25/94,,,,,,,,Inside Sales,,State Pipe,SCD (Rialto),183 S. Cedar Ave.,Rialto,CA,92376,United States,909-562-0145,909-877-9999 x302,
static/img/img0044.jpg,1972,11/30,ab44@seahusa.com,Cry,,Po,1,909-877-9999 x144,909-000-9972,,,,,,,Cry,___,,,,,,,,,,,,,,Sales,,10/1/15,,,,,,,,Outside Sales,,State Pipe,SCD (Rialto),183 S. Cedar Ave.,Rialto,CA,92376,United States,909-562-0145,909-877-9999 x144,
static/img/img0045.jpg,1964,10/23,ab45@seahusa.com,Gre,,Ev,1,909-877-9999 x115,562-000-8774,,,,,,,Gre,___,,,,,,,,,,,,,,,,1/1/09,,,,,,,,Operation Manager,,State Pipe,SCD (Rialto),183 S. Cedar Ave.,Rialto,CA,92376,United States,909-562-0145,909-877-9999 x115,
static/img/img0046.jpg,1981,10/29,ab46@seahusa.com,Gil,,Co,1,909-877-9999 x141,,,,,,,,Gil,___,,,,,,,,,,,,,,,,5/3/06,,,,,,,,Purchasing Supervisor,,State Pipe,SCD (Rialto),183 S. Cedar Ave.,Rialto,CA,92376,United States,909-562-0145,909-877-9999 x141,
static/img/img0047.jpg,1991,1/17,ab47@seahusa.com,Chr,,Ki,1,909-877-9999 x145,,,,,,,,Chr,___,,,,,,,,,,,,,,,,6/17/15,,,,,,,,Purchasing Supervisor,,State Pipe,SCD (Rialto),183 S. Cedar Ave.,Rialto,CA,92376,United States,909-562-0145,909-877-9999 x145,
static/img/img0048.jpg,1969,9/5,ab48@seahusa.com,Mar,,Go,1,909-877-9999 x219,909-200-8350,,,,,,,Mar,___,,,,,,,,,,,,,,,,2/10/05,,,,,,,,Accounting Supervisor,,State Pipe,SCD (Rialto),183 S. Cedar Ave.,Rialto,CA,92376,United States,909-562-0145,909-877-9999 x219,
static/img/img0049.jpg,1944,11/25,ab49@seahusa.com,Bla,,Go,1,909-877-9999 x218,,,,,,,,Bla,___,,,,,,,,,,,,,,,,7/7/08,,,,,,,,Credit Supervisor,,State Pipe,SCD (Rialto),183 S. Cedar Ave.,Rialto,CA,92376,United States,909-562-0145,909-877-9999 x218,
static/img/img0050.jpg,1957,7/22,ab50@seahusa.com,Mag,,Va,1,909-877-9999 x233,,,,,,,,Mag,___,,,,,,,,,,,,,,,,4/20/00,,,,,,,,A/P,,State Pipe,SCD (Rialto),183 S. Cedar Ave.,Rialto,CA,92376,United States,909-562-0145,909-877-9999 x233,
static/img/img0051.jpg,1954,2/4,ab51@seahusa.com,Mar,,Sk,1,909-877-9999 x232,,,,,,,,Mar,___,,,,,,,,,,,,,,,,6/15/87,,,,,,,,Billing,,State Pipe,SCD (Rialto),183 S. Cedar Ave.,Rialto,CA,92376,United States,909-562-0145,909-877-9999 x232,
static/img/img0052.jpg,1946,11/26,ab52@seahusa.com,Gua,,Ca,1,909-877-9999 x230,,,,,,,,Lup,___,,,,,,,,,,,,,,,,1/3/95,,,,,,,,Credit Dept,,State Pipe,SCD (Rialto),183 S. Cedar Ave.,Rialto,CA,92376,United States,909-562-0145,909-877-9999 x230,
static/img/img0053.jpg,1967,5/26,ab53@seahusa.com,Ste,,Rh,1,909-877-9999 x132,562-704-6710,,,,,,,Ste,__,,,,,,,,,,,,,,,,4/16/01,,,,,,,,Shipping,,State Pipe,SCD (Rialto),183 S. Cedar Ave.,Rialto,CA,92376,United States,909-562-0145,909-877-9999 x132,
static/img/img0054.jpg,1956,1/3,ab54@seahusa.com,Ron,,Sk,1,909-877-9999 x130,562-787-9255,,,,,,,Ron,___,,,,,,,,,,,,,,,,1/2/91,,,,,,,,Yard Supervisor,,State Pipe,SCD (Rialto),183 S. Cedar Ave.,Rialto,CA,92376,United States,909-562-0145,909-877-9999 x130,
static/img/img0055.jpg,1984,4/19,ab55@seahusa.com,Jua,W,Va,1,909-877-9999 x162,562-787-9250,,,,,,,Joh,___,,,,,,,,,,,,,,,,5/8/08,,,,,,,,Yard Leader,,State Pipe,SCD (Rialto),183 S. Cedar Ave.,Rialto,CA,92376,United States,909-562-0145,909-877-9999 x162,
static/img/img0056.jpg,1988,3/26,ab56@seahusa.com,Ric,,Ol,1,909-877-9999 xn/a,,,,,,,,Ric,___,,,,,,,,,,,,,,,,10/02/06,,,,,,,,Yard,,State Pipe,SCD (Rialto),183 S. Cedar Ave.,Rialto,CA,92376,United States,909-562-0145,909-877-9999 xn/a,
static/img/img0057.jpg,1950,6/25,ab57@seahusa.com,Gui,,Ri,1,909-877-9999 xn/a,,,,,,,,Gui,___,,,,,,,,,,,,,,,,2/16/04,,,,,,,,Yard,,State Pipe,SCD (Rialto),183 S. Cedar Ave.,Rialto,CA,92376,United States,909-562-0145,909-877-9999 xn/a,
static/img/img0058.jpg,1989,4/18,ab58@seahusa.com,Adr,,Ro,1,909-877-9999 xn/a,,,,,,,,Adr,___,,,,,,,,,,,,,,,,9/18/14,,,,,,,,Yard,,State Pipe,SCD (Rialto),183 S. Cedar Ave.,Rialto,CA,92376,United States,909-562-0145,909-877-9999 xn/a,
static/img/img0059.jpg,1957,11/4,ab59@seahusa.com,Man,,Ru,1,909-877-9999 xn/a,562-286-4447,,,,,,,Man,___,,,,,,,,,,,,,,,,7/31/06,,,,,,,,Yard,,State Pipe,SCD (Rialto),183 S. Cedar Ave.,Rialto,CA,92376,United States,909-562-0145,909-877-9999 xn/a,
static/img/img0060.jpg,1950,5/22,ab60@seahusa.com,Rit,,To,1,909-877-9999 xn/a,,,,,,,,Rit,___,,,,,,,,,,,,,,,,12/23/99,,,,,,,,Yard,,State Pipe,SCD (Rialto),183 S. Cedar Ave.,Rialto,CA,92376,United States,909-562-0145,909-877-9999 xn/a,
static/img/img0061.jpg,1983,8/10,ab61@seahusa.com,Ant,,Ga,1,909-877-9999 x152,,,,,,,,Ton,___,,,,,,,,,,,,,,,,5/13/02,,,,,,,,Yard ,,State Pipe,SCD (Rialto),183 S. Cedar Ave.,Rialto,CA,92376,United States,909-562-0145,909-877-9999 x152,
static/img/img0062.jpg,1954,10/14,ab62@seahusa.com,Tri,,Ma,1,909-877-9999 xn/a,,,,,,,,Tri,___,,,,,,,,,,,,,,,,12/21/99,,,,,,,,Yard ,,State Pipe,SCD (Rialto),183 S. Cedar Ave.,Rialto,CA,92376,United States,909-562-0145,909-877-9999 xn/a,
static/img/img0063.jpg,1963,7/12,ab63@seahusa.com,Edw,,Fi,1,909-877-9999 xn/a,562-787-9246,,,,,,,Edd,___,,,,,,,,,,,,,,,,9/26/96,,,,,,,,Driver,,State Pipe,SCD (Rialto),183 S. Cedar Ave.,Rialto,CA,92376,United States,909-562-0145,909-877-9999 xn/a,
static/img/img0064.jpg,1974,4/10,ab64@seahusa.com,Noe,,Ti,1,909-877-9999 xn/a,909-565-5735,,,,,,,Noe,_0,,,,,,,,,,,,,,,,8/7/15,,,,,,,,Driver,,State Pipe,SCD (Rialto),183 S. Cedar Ave.,Rialto,CA,92376,United States,909-562-0145,909-877-9999 xn/a,
static/img/img0065.jpg,,,ab65@seahusa.com,Sta,,,,,,,,,,,,,0__,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
static/img/img0066.jpg,1966,8/20,ab66@seahusa.com,Dar,,Ar,,510-783-7700 x311,510-359-2178,,,,,,,Dar,__,,,,,,,,,,,,,,,,3/13/13,,,,,,,,Branch Manager,,State Pipe,NCD (Hayward),24785 Clawiter Road,Hayward,CA,94545,United States,510-783-7480,510-783-7700 x311,
static/img/img0067.jpg,1962,11/10,ab67@seahusa.com,Joh,,Ba,,510-783-7700 x303,510-952-1711,,,,,,,Joh,__,,,,,,,,,,,,,,Sales,,8/15/05,,,,,,,,Inside Sales,,State Pipe,NCD (Hayward),24785 Clawiter Road,Hayward,CA,94545,United States,510-783-7480,510-783-7700 x303,
static/img/img0068.jpg,1948,5/7,ab68@seahusa.com,Wil,,Fr,,510-783-7700 x302,,,,,,,,Bil,___,,,,,,,,,,,,,,Sales,,2/2/11,,,,,,,,Inside Sales (PT),____,State Pipe,NCD (Hayward),24785 Clawiter Road,Hayward,CA,94545,United States,510-783-7480,510-783-7700 x302,
static/img/img0069.jpg,1951,5/11,ab69@seahusa.com,Pet,,Gr,,510-783-7700 x304,510-919-7195,,,,,,,Pet,___,,,,,,,,,,,,,,Sales,,10/1/12,,,,,,,,Outside Sales,,State Pipe,NCD (Hayward),24785 Clawiter Road,Hayward,CA,94545,United States,510-783-7480,510-783-7700 x304,
static/img/img0070.jpg,1968,8/2,ab70@seahusa.com,Mig,,De,,510-783-7700 xn/a,,,,,,,,Mig,___,,,,,,,,,,,,,,,,2/13/12,,,,,,,,Yard,,State Pipe,NCD (Hayward),24785 Clawiter Road,Hayward,CA,94545,United States,510-783-7480,510-783-7700 xn/a,
static/img/img0071.jpg,1959,5/1,ab71@seahusa.com,Jos,,Pe,,510-783-7700 xn/a,,,,,,,,Jos,___,,,,,,,,,,,,,,,,4/4/11,,,,,,,,Yard,,State Pipe,NCD (Hayward),24785 Clawiter Road,Hayward,CA,94545,United States,510-783-7480,510-783-7700 xn/a,
static/img/img0072.jpg,1955,9/15,ab72@seahusa.com,Cyn,,Mo,,510-783-7700 x301,510-919-7195,,,,,,,Cyn,___,,,,,,,,,,,,,,,,10/16/08,,,,,,,,Admin,,State Pipe,NCD (Hayward),24785 Clawiter Road,Hayward,CA,94545,United States,510-783-7480,510-783-7700 x301,
static/img/img0073.jpg,1963,3/12,ab73@seahusa.com,Gre,,Pe,,510-783-7700 xn/a,510-417-5915,,,,,,,Gre,_0,,,,,,,,,,,,,,,,2/2/11,,,,,,,,Driver,,State Pipe,NCD (Hayward),24785 Clawiter Road,Hayward,CA,94545,United States,510-783-7480,510-783-7700 xn/a,
static/img/img0074.jpg,,,ab74@seahusa.com,Sta,,,,,,,,,,,,,0__,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
static/img/img0075.jpg,1959,4/5,ab75@seahusa.com,Vik,,Dr,,360-693-3650 x105,,,,,,,,Vik,__,,,,,,,,,,,,,,,,10/1/15,,,,,,,,Admin,,State Pipe,NWD (Vanc. WA),3508 N.E. 68th Street,Vancouver,WA,98661,United States,360-750-1364,360-693-3650 x105,
static/img/img0076.jpg,1954,5/4,ab76@seahusa.com,Ron,,Ha,,360-693-3650 x106,360-624-4350,,,,,,,Ron,___,,,,,,,,,,,,,,,,11/17/97,,,,,,,,Branch Manager,,State Pipe,NWD (Vanc. WA),3508 N.E. 68th Street,Vancouver,WA,98661,United States,360-750-1364,360-693-3650 x106,
static/img/img0077.jpg,1964,1/26,ab77@seahusa.com,Ant,,Gu,,360-693-3650 x107,360-772-1776,,,,,,,Ton,__,,,,,,,,,,,,,,,,9/27/93,,,,,,,,Operation Manager,,State Pipe,NWD (Vanc. WA),3508 N.E. 68th Street,Vancouver,WA,98661,United States,360-750-1364,360-693-3650 x107,
static/img/img0078.jpg,1948,3/31,ab78@seahusa.com,Ron,,Mc,,360-693-3650 x104,,,,,,,,Ron,___,,,,,,,,,,,,,,Sales,,10/25/99,,,,,,,,Inside Sales,,State Pipe,NWD (Vanc. WA),3508 N.E. 68th Street,Vancouver,WA,98661,United States,360-750-1364,360-693-3650 x104,
static/img/img0079.jpg,1959,2/7,ab79@seahusa.com,Ran,W,Me,,360-693-3650 x102,,,,,,,,Ran,___,,,,,,,,,,,,,,Sales,,9/1/98,,,,,,,,Inside Sales,,State Pipe,NWD (Vanc. WA),3508 N.E. 68th Street,Vancouver,WA,98661,United States,360-750-1364,360-693-3650 x102,
static/img/img0080.jpg,1965,8/10,ab80@seahusa.com,Jef,,Ni,,360-693-3650 xn/a,360-773-5393,,,,,,,Jef,___,,,,,,,,,,,,,,Sales,,11/4/13,,,,,,,,Outside Sales,,State Pipe,NWD (Vanc. WA),3508 N.E. 68th Street,Vancouver,WA,98661,United States,360-750-1364,360-693-3650 xn/a,
static/img/img0081.jpg,1970,2/23,ab81@seahusa.com,Cli,,Le,,360-693-3650 xn/a,360-600-0338,,,,,,,Ley,___,,,,,,,,,,,,,,Sales,,12/01/14,,,,,,,,Outside Sales,,State Pipe,NWD (Vanc. WA),3508 N.E. 68th Street,Vancouver,WA,98661,United States,360-750-1364,360-693-3650 xn/a,
static/img/img0082.jpg,1963,4/10,ab82@seahusa.com,Han,,Lu,,360-693-3650 xn/a,,,,,,,,Han,___,,,,,,,,,,,,,,,,6/1/04,,,,,,,,Yard,,State Pipe,NWD (Vanc. WA),3508 N.E. 68th Street,Vancouver,WA,98661,United States,360-750-1364,360-693-3650 xn/a,
static/img/img0083.jpg,1983,7/27,ab83@seahusa.com,Jor,,Sa,,360-693-3650 xn/a,,,,,,,,Jor,___,,,,,,,,,,,,,,,,4/3/06,,,,,,,,Yard,,State Pipe,NWD (Vanc. WA),3508 N.E. 68th Street,Vancouver,WA,98661,United States,360-750-1364,360-693-3650 xn/a,
